manufacturer,product_code,name_en,name_zh,facestock_en,facestock_zh,adhesive_en,adhesive_zh,application_en,application_zh,industries,features_en,features_zh,benefits_en,benefits_zh,temperature_performance,certifications,tds_url,catalog_url,data_status,sources,last_verified,tds_local_path
YS-Tech,HP-CBR OC,HP-CBR OC HEATPROOF Coated Steel Tag for Heat Treatment Process Management,HP-CBR OC HEATPROOF 涂层钢制热处理过程管理标牌,Coated steel tag (no adhesive),涂层钢制标牌（无胶）,None (tie-on tag),无胶（系挂/机械固定式标牌）,"Coated steel process management tag for heat treatment up to 1000℃ with chemical and scratch resistance higher than the standard HP-CBR Tag; applied with screws, nails, spot welding or stud welding. Category applications include steel annealing, galvanizing process management, coating processes, and ceramic/porcelain parts identification. Industries: steel, aluminum, galvanizing, coating, ceramic, asset management.",涂层钢制热处理过程管理标牌，最高耐热1000℃，耐化学性和抗刮擦性高于标准HP-CBR Tag；可用螺钉、钉子、点焊或螺柱焊固定。品类应用包括钢材退火、镀锌工艺管理、涂装工艺及陶瓷/瓷器零件标识。行业：钢铁、铝业、镀锌、涂装、陶瓷、资产管理。,Steel | Aluminum | Galvanizing | Coating | Ceramic | Asset Management,"Maximum heat resistance up to 1000℃ | Coated steel tag provides exceptional durability | Superior chemical resistance (higher than HP-CBR Tag) | Superior scratch resistance (higher than HP-CBR Tag) | No adhesive; applied with screws, nails, spot welding or stud welding",最高耐热温度1000℃ | 涂层钢制标牌，耐久性出色 | 优异的耐化学性（高于HP-CBR Tag） | 优异的抗刮擦性（高于HP-CBR Tag） | 无胶；可用螺钉、钉子、点焊或螺柱焊固定,"Maintains identification through multiple heat cycles and chemically harsh processes, eliminating misidentified products",在多次热循环和化学腐蚀性工序中保持标识，消除产品误识别,Maximum heat resistance up to 1000℃,,https://www.heatprooflabel.com/products/management-tag/,https://www.heatprooflabel.com/products/management-tag/,verified,https://www.heatprooflabel.com/products/management-tag/,2026-07-03,
LINTEC,MC5030,Bubble-free labelstock MC5030,无气泡标签材料 MC5030,Polyester (PET) film (white) 50µm,聚酯（PET）薄膜（白色）50µm,Special acrylic adhesive,特殊丙烯酸胶粘剂,Nameplates and display labels applied to consumer electronics and electronic devices; large-format labels which require outgassing resistance,家电及电子设备的铭板和显示标签；需要耐排气性能的大幅面标签,Electronics,Micro-channels formed on the adhesive surface by an original manufacturing process which allows air-releasing feature | UL969-compliant and usable for nameplates on electrical products | Release paper: wood-free paper with double-side polyethylene laminate (ivory),通过独创制造工艺在胶面形成微通道，具备排气功能 | 符合UL969标准，可用于电气产品铭板 | 离型纸：双面聚乙烯淋膜道林纸（象牙色）,Easy to apply and enables perfect bubble-free label application | Air-release mechanism for volatile gases in plastics such as ABS and PC prevents air-bubble formation beneath the label,易于贴附，可实现完全无气泡的标签贴合 | 针对ABS、PC等塑料释放的挥发气体具有排气机制，防止标签下产生气泡,,UL969-compliant,https://www.lintec-global.com/products/label/labelstocks/highlight/bubble_free/,https://www.lintec-global.com/products/label/labelstocks/,verified,https://www.lintec-global.com/products/label/labelstocks/highlight/bubble_free/ | https://www.lintec-global.com/products/label/labelstocks/,2026-07-03,
LINTEC,MC5080,Bubble-free labelstock MC5080,无气泡标签材料 MC5080,Metalized polyester film (silver matt / matt texture with top coat) 50µm,镀铝聚酯薄膜（银色亚光/带面涂层的亚光质感）50µm,Special acrylic adhesive,特殊丙烯酸胶粘剂,Nameplates and display labels applied to consumer electronics and electronic devices; large-format labels which require outgassing resistance,家电及电子设备的铭板和显示标签；需要耐排气性能的大幅面标签,Electronics,Micro-channels formed on the adhesive surface by an original manufacturing process which allows air-releasing feature | UL969-compliant and usable for nameplates on electrical products | Release paper: wood-free paper with double-side polyethylene laminate (ivory),通过独创制造工艺在胶面形成微通道，具备排气功能 | 符合UL969标准，可用于电气产品铭板 | 离型纸：双面聚乙烯淋膜道林纸（象牙色）,Easy to apply and enables perfect bubble-free label application | Air-release mechanism for volatile gases in plastics such as ABS and PC prevents air-bubble formation beneath the label,易于贴附，可实现完全无气泡的标签贴合 | 针对ABS、PC等塑料释放的挥发气体具有排气机制，防止标签下产生气泡,,UL969-compliant,https://www.lintec-global.com/products/label/labelstocks/highlight/bubble_free/,https://www.lintec-global.com/products/label/labelstocks/,verified,https://www.lintec-global.com/products/label/labelstocks/highlight/bubble_free/ | https://www.lintec-global.com/products/label/labelstocks/,2026-07-03,
LINTEC,ML806B,Lock-tight labelstock ML806B,自锁式（Lock-tight）标签材料 ML806B,"Polypropylene (PP) film (white), matt-type polypropylene film suitable for printing",聚丙烯（PP）薄膜（白色），适合印刷的亚光型聚丙烯薄膜,Special adhesive (adhesive has no tack; bonds when adhesive surfaces are attached together),特殊胶粘剂（胶面本身无粘性，胶面对贴后即牢固粘接）,"Price tag-labels for items such as glasses, rings, necklaces and other precious products; suitcase or bag tag-labels; wristbands and other ID tags",眼镜、戒指、项链等贵重商品的价格吊牌标签；行李箱或提包吊牌标签；腕带及其他识别（ID）吊牌,Retail | Jewelry | Logistics,Attaching adhesive surfaces together increases their bonding strength | Adhesive itself has no tack and can be used without sticking to the products | Suitability for printing and converting is the same as that of an ordinary labelstock | Release film: polypropylene (PP) film (clear),胶面对贴可提高粘接强度 | 胶粘剂本身无粘性，使用时不会粘到商品上 | 印刷和加工适性与普通标签材料相同 | 离型膜：聚丙烯（PP）薄膜（透明）,Ideal for display cards and price tags without sticking to merchandise,不粘商品，是展示卡和价格吊牌的理想选择,,,https://www.lintec-global.com/products/label/labelstocks/highlight/lock_tight/,https://www.lintec-global.com/products/label/labelstocks/,verified,https://www.lintec-global.com/products/label/labelstocks/highlight/lock_tight/ | https://www.lintec-global.com/products/label/labelstocks/,2026-07-03,
LINTEC,OT8060,Oil-tolerant labelstock OT8060,耐油面标签材料 OT8060,"Polypropelene (PP) film, white",聚丙烯（PP）薄膜，白色,Oil-tolerant adhesive,耐油型胶粘剂,"Identification labels for steel, automobile components (such as rust-proofed oily surfaces) and similar applications; general labels for cosmetic- and food-related items",钢材、汽车零部件（如防锈油面）等的识别标签；化妆品和食品相关物品的一般标签,Steel | Automotive | Cosmetics | Food,"Oil absorption by the adhesive provides good adherence, even to oily surfaces | Printable with conventional ink and/or thermal transfer ribbons | Release paper: blue glassine paper",胶粘剂可吸收油分，即使在带油表面也能良好粘附 | 可使用常规油墨和/或热转印碳带打印 | 离型纸：蓝色格拉辛纸,"Directly applicable to oily surfaces, which improves process efficiency by eliminating surface cleaning processes",可直接贴附于带油表面，省去表面清洁工序，提高工艺效率,,,https://www.lintec-global.com/products/label/labelstocks/highlight/oil_tol/,https://www.lintec-global.com/products/label/labelstocks/,verified,https://www.lintec-global.com/products/label/labelstocks/highlight/oil_tol/ | https://www.lintec-global.com/products/label/labelstocks/,2026-07-03,
LINTEC,OT5040,Oil-tolerant labelstock OT5040,耐油面标签材料 OT5040,"Polyester (PET) film, white",聚酯（PET）薄膜，白色,Oil-tolerant adhesive,耐油型胶粘剂,"Identification labels for steel, automobile components (such as rust-proofed oily surfaces) and similar applications; general labels for cosmetic- and food-related items",钢材、汽车零部件（如防锈油面）等的识别标签；化妆品和食品相关物品的一般标签,Steel | Automotive | Cosmetics | Food,"Oil absorption by the adhesive provides good adherence, even to oily surfaces | Printable with conventional ink and/or thermal transfer ribbons | Release paper: blue glassine paper",胶粘剂可吸收油分，即使在带油表面也能良好粘附 | 可使用常规油墨和/或热转印碳带打印 | 离型纸：蓝色格拉辛纸,"Directly applicable to oily surfaces, which improves process efficiency by eliminating surface cleaning processes",可直接贴附于带油表面，省去表面清洁工序，提高工艺效率,,,https://www.lintec-global.com/products/label/labelstocks/highlight/oil_tol/,https://www.lintec-global.com/products/label/labelstocks/,verified,https://www.lintec-global.com/products/label/labelstocks/highlight/oil_tol/ | https://www.lintec-global.com/products/label/labelstocks/,2026-07-03,
LINTEC,CY5040,Cryogenic labelstock CY5040,超低温（冷冻保存）标签材料 CY5040,Polyester (PET) film (white gloss),聚酯（PET）薄膜（白色高光）,Acrylic adhesive (permanent),丙烯酸胶粘剂（永久型）,"Medical identification labels for ampules, vials or other containers kept at extremely low temperature",用于超低温保存的安瓿瓶、西林瓶及其他容器的医用识别标签,Medical | Pharmaceutical,"Permanent adhesive is used to provide excellent adhesion to curved surfaces | Allows printing by conventional presses, thermal transfer or laser printing | For thermal transfer printing",采用永久型胶粘剂，对曲面具有优异的粘附性 | 可采用传统印刷、热转印或激光打印 | 适用于热转印打印,Reliable identification on specimens kept at extremely low temperatures,在超低温保存的样本上仍可实现可靠标识,,,https://www.lintec-global.com/products/label/labelstocks/highlight/cryogenic/,https://www.lintec-global.com/products/label/labelstocks/,verified,https://www.lintec-global.com/products/label/labelstocks/highlight/cryogenic/ | https://www.lintec-global.com/products/label/labelstocks/,2026-07-03,
LINTEC,CY5030,Cryogenic labelstock CY5030,超低温（冷冻保存）标签材料 CY5030,Polyester (PET) film (white matt),聚酯（PET）薄膜（白色亚光）,Acrylic adhesive (permanent),丙烯酸胶粘剂（永久型）,"Medical identification labels for ampules, vials or other containers kept at extremely low temperature",用于超低温保存的安瓿瓶、西林瓶及其他容器的医用识别标签,Medical | Pharmaceutical,"Permanent adhesive is used to provide excellent adhesion to curved surfaces | Allows printing by conventional presses, thermal transfer or laser printing | For thermal transfer printing",采用永久型胶粘剂，对曲面具有优异的粘附性 | 可采用传统印刷、热转印或激光打印 | 适用于热转印打印,Reliable identification on specimens kept at extremely low temperatures,在超低温保存的样本上仍可实现可靠标识,,,https://www.lintec-global.com/products/label/labelstocks/highlight/cryogenic/,https://www.lintec-global.com/products/label/labelstocks/,verified,https://www.lintec-global.com/products/label/labelstocks/highlight/cryogenic/ | https://www.lintec-global.com/products/label/labelstocks/,2026-07-03,
LINTEC,RE5014,Removable labelstock (high adhesion type) RE5014,可移除标签材料（高粘型）RE5014,Metalized polyester film (silver gloss) 50µm,镀铝聚酯薄膜（银色高光）50µm,"High-adhesion, removable adhesive",高粘可移除型胶粘剂,"Cosmetics, household goods, consumer electronics and other POP/eye-catching labels, and many display labels",化妆品、家居用品、家电等的POP/促销吸睛标签及各类展示标签,Cosmetics | Consumer Goods | Electronics | Retail,"High-adhesion, removable labelstock providing reliable adhesion to plastic and other containers, while peeling-off cleanly on demand and leaving little adhesive behind | Uses a highly versatile adhesive compatible with various surfaces, including glass, polyester and polypropylene | Release paper: blue glassine paper",高粘可移除型标签材料，对塑料等容器粘附可靠，需要时可干净剥离且几乎不残胶 | 采用通用性强的胶粘剂，适用于玻璃、聚酯、聚丙烯等多种表面 | 离型纸：蓝色格拉辛纸,"Higher adhesion strength than ordinary removable adhesives, leaving no concern for failure during use | Assists in reuse and recycling of containers and other items",粘接强度高于普通可移除胶粘剂，使用中无脱落之忧 | 有助于容器等物品的再利用和回收,,,https://www.lintec-global.com/products/label/labelstocks/highlight/eye_catching/high.html,https://www.lintec-global.com/products/label/labelstocks/highlight/eye_catching/,verified,https://www.lintec-global.com/products/label/labelstocks/highlight/eye_catching/high.html | https://www.lintec-global.com/products/label/labelstocks/highlight/eye_catching/ | https://www.lintec-global.com/products/label/labelstocks/,2026-07-03,
LINTEC,RE5034,Removable labelstock (high adhesion type) RE5034,可移除标签材料（高粘型）RE5034,Polyester (PET) film (white) 50µm,聚酯（PET）薄膜（白色）50µm,"High-adhesion, removable adhesive",高粘可移除型胶粘剂,"Cosmetics, household goods, consumer electronics and other POP/eye-catching labels, and many display labels",化妆品、家居用品、家电等的POP/促销吸睛标签及各类展示标签,Cosmetics | Consumer Goods | Electronics | Retail,"High-adhesion, removable labelstock providing reliable adhesion to plastic and other containers, while peeling-off cleanly on demand and leaving little adhesive behind | Uses a highly versatile adhesive compatible with various surfaces, including glass, polyester and polypropylene | Release paper: blue glassine paper",高粘可移除型标签材料，对塑料等容器粘附可靠，需要时可干净剥离且几乎不残胶 | 采用通用性强的胶粘剂，适用于玻璃、聚酯、聚丙烯等多种表面 | 离型纸：蓝色格拉辛纸,"Higher adhesion strength than ordinary removable adhesives, leaving no concern for failure during use | Assists in reuse and recycling of containers and other items",粘接强度高于普通可移除胶粘剂，使用中无脱落之忧 | 有助于容器等物品的再利用和回收,,,https://www.lintec-global.com/products/label/labelstocks/highlight/eye_catching/high.html,https://www.lintec-global.com/products/label/labelstocks/highlight/eye_catching/,verified,https://www.lintec-global.com/products/label/labelstocks/highlight/eye_catching/high.html | https://www.lintec-global.com/products/label/labelstocks/highlight/eye_catching/ | https://www.lintec-global.com/products/label/labelstocks/,2026-07-03,
LINTEC,RE5054,Removable labelstock (high adhesion type) RE5054,可移除标签材料（高粘型）RE5054,Polyester (PET) film (clear) 50µm,聚酯（PET）薄膜（透明）50µm,"High-adhesion, removable adhesive",高粘可移除型胶粘剂,"Cosmetics, household goods, consumer electronics and other POP/eye-catching labels, and many display labels",化妆品、家居用品、家电等的POP/促销吸睛标签及各类展示标签,Cosmetics | Consumer Goods | Electronics | Retail,"High-adhesion, removable labelstock providing reliable adhesion to plastic and other containers, while peeling-off cleanly on demand and leaving little adhesive behind | Uses a highly versatile adhesive compatible with various surfaces, including glass, polyester and polypropylene | Release paper: blue glassine paper",高粘可移除型标签材料，对塑料等容器粘附可靠，需要时可干净剥离且几乎不残胶 | 采用通用性强的胶粘剂，适用于玻璃、聚酯、聚丙烯等多种表面 | 离型纸：蓝色格拉辛纸,"Higher adhesion strength than ordinary removable adhesives, leaving no concern for failure during use | Assists in reuse and recycling of containers and other items",粘接强度高于普通可移除胶粘剂，使用中无脱落之忧 | 有助于容器等物品的再利用和回收,,,https://www.lintec-global.com/products/label/labelstocks/highlight/eye_catching/high.html,https://www.lintec-global.com/products/label/labelstocks/highlight/eye_catching/,verified,https://www.lintec-global.com/products/label/labelstocks/highlight/eye_catching/high.html | https://www.lintec-global.com/products/label/labelstocks/highlight/eye_catching/ | https://www.lintec-global.com/products/label/labelstocks/,2026-07-03,
LINTEC,RE503S,Removable labelstock (low adhesion type) RE503S,可移除标签材料（低粘型）RE503S,Polyester (PET) film (white) 50µm,聚酯（PET）薄膜（白色）50µm,Silicone low-adhesion adhesive,低粘型有机硅（硅胶）胶粘剂,"Restaurant/convenience store commercial window posters, showcase POP/eye-catching labels, consumer electronic POP/eye-catching labels, and decoration labels",餐厅/便利店商用橱窗海报、展示柜POP/吸睛标签、家电POP/吸睛标签及装饰标签,Retail | Consumer Goods | Electronics,"Minimizes residual air when label is applied and allows simple application on relatively large-surface labels | Possesses high wetting ability between smooth surface and adhesive; suitable surfaces are glass, acrylic and polycarbonate | Extra smooth release paper used to increase smoothness of adhesive surface, providing superior design properties (clear type) | Product design with excellent dimensional stability provides good flatness for sheet applications and also suits offset printing | Release paper: white wood-free paper",贴附时残留空气极少，较大面积标签也能轻松贴附 | 胶粘剂与光滑表面之间润湿性高；适用表面为玻璃、亚克力和聚碳酸酯 | 采用超平滑离型纸提升胶面平滑度，具有出色的外观设计效果（透明型） | 尺寸稳定性优异，单张应用平整度好，同时适合胶印 | 离型纸：白色道林纸,Allows simple application and clean removal of even comparatively large-area labels,即使较大面积的标签也能轻松贴附并干净移除,,,https://www.lintec-global.com/products/label/labelstocks/highlight/eye_catching/low.html,https://www.lintec-global.com/products/label/labelstocks/highlight/eye_catching/,verified,https://www.lintec-global.com/products/label/labelstocks/highlight/eye_catching/low.html | https://www.lintec-global.com/products/label/labelstocks/highlight/eye_catching/ | https://www.lintec-global.com/products/label/labelstocks/,2026-07-03,
LINTEC,RE505S,Removable labelstock (low adhesion type) RE505S,可移除标签材料（低粘型）RE505S,Polyester (PET) film (clear) 50µm,聚酯（PET）薄膜（透明）50µm,Silicone low-adhesion adhesive,低粘型有机硅（硅胶）胶粘剂,"Restaurant/convenience store commercial window posters, showcase POP/eye-catching labels, consumer electronic POP/eye-catching labels, and decoration labels",餐厅/便利店商用橱窗海报、展示柜POP/吸睛标签、家电POP/吸睛标签及装饰标签,Retail | Consumer Goods | Electronics,"Minimizes residual air when label is applied and allows simple application on relatively large-surface labels | Possesses high wetting ability between smooth surface and adhesive; suitable surfaces are glass, acrylic and polycarbonate | Extra smooth release paper used to increase smoothness of adhesive surface, providing superior design properties (clear type) | Product design with excellent dimensional stability provides good flatness for sheet applications and also suits offset printing | Release paper: white wood-free paper",贴附时残留空气极少，较大面积标签也能轻松贴附 | 胶粘剂与光滑表面之间润湿性高；适用表面为玻璃、亚克力和聚碳酸酯 | 采用超平滑离型纸提升胶面平滑度，具有出色的外观设计效果（透明型） | 尺寸稳定性优异，单张应用平整度好，同时适合胶印 | 离型纸：白色道林纸,Allows simple application and clean removal of even comparatively large-area labels,即使较大面积的标签也能轻松贴附并干净移除,,,https://www.lintec-global.com/products/label/labelstocks/highlight/eye_catching/low.html,https://www.lintec-global.com/products/label/labelstocks/highlight/eye_catching/,verified,https://www.lintec-global.com/products/label/labelstocks/highlight/eye_catching/low.html | https://www.lintec-global.com/products/label/labelstocks/highlight/eye_catching/ | https://www.lintec-global.com/products/label/labelstocks/,2026-07-03,
LINTEC,KEE70CA P2041,"Same surface material labelstock (PE, PP type) KEE70CA P2041",同材质标签材料（PE、PP型）KEE70CA P2041,"Polyethylene (PE) film, clear",聚乙烯（PE）薄膜，透明,,,Display labels for mayonnaise and other soft squeeze bottles; display labels for shampoo and other semi-squeeze bottles,蛋黄酱等软质挤压瓶的展示标签；洗发水等半挤压瓶的展示标签,Daily Necessities | Food | Cosmetics,"Flexible labelstock with excellent follow-up ability to curved surfaces | Allows auto-application by labelling machines, UV printing, and other operations providing a broad range of label uses | Use of identical material for label as the container components which can be directly recycled without peeling process | Material indication: >PE<",柔性标签材料，对曲面具有优异的贴合追随性 | 支持贴标机自动贴标、UV印刷等多种加工方式，标签用途广泛 | 标签与容器部件采用同一材质，无需剥离即可直接回收 | 材质标识：>PE<,Promotes recycling and reuse of molded plastic items without label removal,无需去除标签即可促进塑料成型品的回收与再利用,,,https://www.lintec-global.com/products/label/labelstocks/highlight/environmentally/kee_kep.html,https://www.lintec-global.com/products/label/labelstocks/highlight/environmentally/,verified,https://www.lintec-global.com/products/label/labelstocks/highlight/environmentally/kee_kep.html | https://www.lintec-global.com/products/label/labelstocks/highlight/environmentally/ | https://www.lintec-global.com/products/label/labelstocks/,2026-07-03,
LINTEC,KEE70WA P2041,"Same surface material labelstock (PE, PP type) KEE70WA P2041",同材质标签材料（PE、PP型）KEE70WA P2041,"Polyethylene (PE) film, white",聚乙烯（PE）薄膜，白色,,,Display labels for mayonnaise and other soft squeeze bottles; display labels for shampoo and other semi-squeeze bottles,蛋黄酱等软质挤压瓶的展示标签；洗发水等半挤压瓶的展示标签,Daily Necessities | Food | Cosmetics,"Flexible labelstock with excellent follow-up ability to curved surfaces | Allows auto-application by labelling machines, UV printing, and other operations providing a broad range of label uses | Use of identical material for label as the container components which can be directly recycled without peeling process | Material indication: >PE<",柔性标签材料，对曲面具有优异的贴合追随性 | 支持贴标机自动贴标、UV印刷等多种加工方式，标签用途广泛 | 标签与容器部件采用同一材质，无需剥离即可直接回收 | 材质标识：>PE<,Promotes recycling and reuse of molded plastic items without label removal,无需去除标签即可促进塑料成型品的回收与再利用,,,https://www.lintec-global.com/products/label/labelstocks/highlight/environmentally/kee_kep.html,https://www.lintec-global.com/products/label/labelstocks/highlight/environmentally/,verified,https://www.lintec-global.com/products/label/labelstocks/highlight/environmentally/kee_kep.html | https://www.lintec-global.com/products/label/labelstocks/highlight/environmentally/ | https://www.lintec-global.com/products/label/labelstocks/,2026-07-03,
LINTEC,KEP70CA P2041,"Same surface material labelstock (PE, PP type) KEP70CA P2041",同材质标签材料（PE、PP型）KEP70CA P2041,"Polypropylene (PP) film, clear",聚丙烯（PP）薄膜，透明,,,Display labels for mayonnaise and other soft squeeze bottles; display labels for shampoo and other semi-squeeze bottles,蛋黄酱等软质挤压瓶的展示标签；洗发水等半挤压瓶的展示标签,Daily Necessities | Food | Cosmetics,"Flexible labelstock with excellent follow-up ability to curved surfaces | Allows auto-application by labelling machines, UV printing, and other operations providing a broad range of label uses | Use of identical material for label as the container components which can be directly recycled without peeling process | Material indication: >PP<",柔性标签材料，对曲面具有优异的贴合追随性 | 支持贴标机自动贴标、UV印刷等多种加工方式，标签用途广泛 | 标签与容器部件采用同一材质，无需剥离即可直接回收 | 材质标识：>PP<,Promotes recycling and reuse of molded plastic items without label removal,无需去除标签即可促进塑料成型品的回收与再利用,,,https://www.lintec-global.com/products/label/labelstocks/highlight/environmentally/kee_kep.html,https://www.lintec-global.com/products/label/labelstocks/highlight/environmentally/,verified,https://www.lintec-global.com/products/label/labelstocks/highlight/environmentally/kee_kep.html | https://www.lintec-global.com/products/label/labelstocks/highlight/environmentally/ | https://www.lintec-global.com/products/label/labelstocks/,2026-07-03,
LINTEC,KEP70WA P2041,"Same surface material labelstock (PE, PP type) KEP70WA P2041",同材质标签材料（PE、PP型）KEP70WA P2041,"Polypropylene (PP) film, white",聚丙烯（PP）薄膜，白色,,,Display labels for mayonnaise and other soft squeeze bottles; display labels for shampoo and other semi-squeeze bottles,蛋黄酱等软质挤压瓶的展示标签；洗发水等半挤压瓶的展示标签,Daily Necessities | Food | Cosmetics,"Flexible labelstock with excellent follow-up ability to curved surfaces | Allows auto-application by labelling machines, UV printing, and other operations providing a broad range of label uses | Use of identical material for label as the container components which can be directly recycled without peeling process | Material indication: >PP<",柔性标签材料，对曲面具有优异的贴合追随性 | 支持贴标机自动贴标、UV印刷等多种加工方式，标签用途广泛 | 标签与容器部件采用同一材质，无需剥离即可直接回收 | 材质标识：>PP<,Promotes recycling and reuse of molded plastic items without label removal,无需去除标签即可促进塑料成型品的回收与再利用,,,https://www.lintec-global.com/products/label/labelstocks/highlight/environmentally/kee_kep.html,https://www.lintec-global.com/products/label/labelstocks/highlight/environmentally/,verified,https://www.lintec-global.com/products/label/labelstocks/highlight/environmentally/kee_kep.html | https://www.lintec-global.com/products/label/labelstocks/highlight/environmentally/ | https://www.lintec-global.com/products/label/labelstocks/,2026-07-03,
LINTEC,KES65WA PAT1,"Same surface material labelstock (PS, ABS type) KES65WA PAT1",同材质标签材料（PS、ABS型）KES65WA PAT1,"Polystyrene (PS) film, white",聚苯乙烯（PS）薄膜，白色,PAT1 (adhesive code as printed),PAT1（页面所载胶粘剂代号）,"Labels for copying machines, laser printers and other office equipment; labels for televisions, air conditioners and other consumer electronic goods",复印机、激光打印机等办公设备用标签；电视机、空调等家电产品用标签,Electronics | Office Equipment,Recyclable even with labels attached | Removable adhesive is assigned when labels need to be removed upon reuse | Material indication: >PS< | UL/CUL Recognition No. 8015BT65,贴有标签也可直接回收 | 如再利用时需要移除标签，可选用可移除型胶粘剂 | 材质标识：>PS< | UL/CUL认证编号 8015BT65,Allows selection of recycling and reusing methods for molded plastic covers,可根据需要选择塑料外壳的回收或再利用方式,,UL 969 | cUL,https://www.lintec-global.com/products/label/labelstocks/highlight/environmentally/kes_kea.html,https://www.lintec-global.com/products/label/labelstocks/highlight/environmentally/,verified,https://www.lintec-global.com/products/label/labelstocks/highlight/environmentally/kes_kea.html | https://www.lintec-global.com/products/label/labelstocks/highlight/environmentally/ | https://www.lintec-global.com/products/label/ul_cul/ | https://www.lintec-global.com/products/label/labelstocks/,2026-07-03,
LINTEC,KES65WA P2041,"Same surface material labelstock (PS, ABS type) KES65WA P2041",同材质标签材料（PS、ABS型）KES65WA P2041,"Polystyrene (PS) film, white",聚苯乙烯（PS）薄膜，白色,P2041 (adhesive code as printed),P2041（页面所载胶粘剂代号）,"Labels for copying machines, laser printers and other office equipment; labels for televisions, air conditioners and other consumer electronic goods",复印机、激光打印机等办公设备用标签；电视机、空调等家电产品用标签,Electronics | Office Equipment,Recyclable even with labels attached | Removable adhesive is assigned when labels need to be removed upon reuse | Material indication: >PS< | UL/CUL Recognition No. 8135DT65,贴有标签也可直接回收 | 如再利用时需要移除标签，可选用可移除型胶粘剂 | 材质标识：>PS< | UL/CUL认证编号 8135DT65,Allows selection of recycling and reusing methods for molded plastic covers,可根据需要选择塑料外壳的回收或再利用方式,,UL 969 | cUL,https://www.lintec-global.com/products/label/labelstocks/highlight/environmentally/kes_kea.html,https://www.lintec-global.com/products/label/labelstocks/highlight/environmentally/,verified,https://www.lintec-global.com/products/label/labelstocks/highlight/environmentally/kes_kea.html | https://www.lintec-global.com/products/label/labelstocks/highlight/environmentally/ | https://www.lintec-global.com/products/label/ul_cul/ | https://www.lintec-global.com/products/label/labelstocks/,2026-07-03,
LINTEC,KES120WA P2041,"Same surface material labelstock (PS, ABS type) KES120WA P2041",同材质标签材料（PS、ABS型）KES120WA P2041,"Polystyrene (PS) film, white",聚苯乙烯（PS）薄膜，白色,P2041 (adhesive code as printed),P2041（页面所载胶粘剂代号）,"Labels for copying machines, laser printers and other office equipment; labels for televisions, air conditioners and other consumer electronic goods",复印机、激光打印机等办公设备用标签；电视机、空调等家电产品用标签,Electronics | Office Equipment,Recyclable even with labels attached | Removable adhesive is assigned when labels need to be removed upon reuse | Material indication: >PS< | UL/CUL Recognition No. 8135DL120,贴有标签也可直接回收 | 如再利用时需要移除标签，可选用可移除型胶粘剂 | 材质标识：>PS< | UL/CUL认证编号 8135DL120,Allows selection of recycling and reusing methods for molded plastic covers,可根据需要选择塑料外壳的回收或再利用方式,,UL 969 | cUL,https://www.lintec-global.com/products/label/labelstocks/highlight/environmentally/kes_kea.html,https://www.lintec-global.com/products/label/labelstocks/highlight/environmentally/,verified,https://www.lintec-global.com/products/label/labelstocks/highlight/environmentally/kes_kea.html | https://www.lintec-global.com/products/label/labelstocks/highlight/environmentally/ | https://www.lintec-global.com/products/label/ul_cul/ | https://www.lintec-global.com/products/label/labelstocks/,2026-07-03,
LINTEC,KES120WA MR11,"Same surface material labelstock (PS, ABS type) KES120WA MR11",同材质标签材料（PS、ABS型）KES120WA MR11,"Polystyrene (PS) film, white",聚苯乙烯（PS）薄膜，白色,MR11 (adhesive code as printed),MR11（页面所载胶粘剂代号）,"Labels for copying machines, laser printers and other office equipment; labels for televisions, air conditioners and other consumer electronic goods",复印机、激光打印机等办公设备用标签；电视机、空调等家电产品用标签,Electronics | Office Equipment,Recyclable even with labels attached | Removable adhesive is assigned when labels need to be removed upon reuse | Material indication: >PS< | UL/CUL Recognition No. 8135ML120,贴有标签也可直接回收 | 如再利用时需要移除标签，可选用可移除型胶粘剂 | 材质标识：>PS< | UL/CUL认证编号 8135ML120,Allows selection of recycling and reusing methods for molded plastic covers,可根据需要选择塑料外壳的回收或再利用方式,,UL 969 | cUL,https://www.lintec-global.com/products/label/labelstocks/highlight/environmentally/kes_kea.html,https://www.lintec-global.com/products/label/labelstocks/highlight/environmentally/,verified,https://www.lintec-global.com/products/label/labelstocks/highlight/environmentally/kes_kea.html | https://www.lintec-global.com/products/label/labelstocks/highlight/environmentally/ | https://www.lintec-global.com/products/label/ul_cul/ | https://www.lintec-global.com/products/label/labelstocks/,2026-07-03,
